ticker,symbol,name,sector,industry,marketCapCr
GUJGASLTD.NS,GUJGASLTD,"Gujarat Gas Limited","Utilities","Utilities - Regulated Gas",26636
TATATECH.NS,TATATECH,"Tata Technologies Limited","Technology","Information Technology Services",26388
GILLETTE.NS,GILLETTE,"Gillette India Limited","Consumer Defensive","Household & Personal Products",26293
PTCIL.NS,PTCIL,"PTC Industries Limited","Industrials","Metal Fabrication",26288
KIMS.NS,KIMS,"Krishna Institute of Medical Sciences Limited","Healthcare","Medical Care Facilities",26259
GRSE.NS,GRSE,"Garden Reach Shipbuilders & Engineers Limited","Industrials","Aerospace & Defense",26243
EMCURE.NS,EMCURE,"EMCURE PHARMACEUTICALS L","Healthcare","Drug Manufacturers - Specialty & Generic",26186
NUVAMA.NS,NUVAMA,"Nuvama Wealth Management Limited","Financial Services","Asset Management",26144
PINELABS.NS,PINELABS,"PINE LABS LIMITED","Technology","Software - Infrastructure",26096
MRPL.NS,MRPL,"Mangalore Refinery and Petrochemicals Limited","Energy","Oil & Gas Refining & Marketing",26063
AEGISLOG.NS,AEGISLOG,"AEGIS LOGISTICS LIMITED","Energy","Oil & Gas Refining & Marketing",26037
SYNGENE.NS,SYNGENE,"Syngene International Limited","Healthcare","Diagnostics & Research",25990
ATHERENERG.NS,ATHERENERG,"Ather Energy Limited","Consumer Cyclical","Auto Manufacturers",25785
IGL.NS,IGL,"Indraprastha Gas Limited","Utilities","Utilities - Regulated Gas",25692
ASAHIINDIA.NS,ASAHIINDIA,"Asahi India Glass Limited","Consumer Cyclical","Auto Parts",25251
IRB.NS,IRB,"IRB Infrastructure Developers Limited","Industrials","Infrastructure Operations",25026
ANANDRATHI.NS,ANANDRATHI,"Anand Rathi Wealth Limited","Financial Services","Asset Management",24860
RAMCOCEM.NS,RAMCOCEM,"The Ramco Cements Limited","Basic Materials","Building Materials",24808
BANDHANBNK.NS,BANDHANBNK,"Bandhan Bank Limited","Financial Services","Banks - Regional",24111
IIFL.NS,IIFL,"IIFL Finance Limited","Financial Services","Credit Services",24091
AFFLE.NS,AFFLE,"Affle 3i Limited","Communication Services","Advertising Agencies",24052
MANAPPURAM.NS,MANAPPURAM,"Manappuram Finance Limited","Financial Services","Credit Services",23996
AMBER.NS,AMBER,"Amber Enterprises India Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",23845
PNBHOUSING.NS,PNBHOUSING,"PNB Housing Finance Limited","Financial Services","Mortgage Finance",23795
HSCL.NS,HSCL,"Himadri Speciality Chemical Limited","Basic Materials","Specialty Chemicals",23717
EMAMILTD.NS,EMAMILTD,"Emami Limited","Consumer Defensive","Household & Personal Products",23711
KARURVYSYA.NS,KARURVYSYA,"The Karur Vysya Bank Limited","Financial Services","Banks - Regional",23706
FSL.NS,FSL,"Firstsource Solutions Limited","Technology","Information Technology Services",23679
LALPATHLAB.NS,LALPATHLAB,"Dr. Lal PathLabs Limited","Healthcare","Diagnostics & Research",23640
SAGILITY.NS,SAGILITY,"Sagility Limited","Healthcare","Health Information Services",23599
JSWHL.NS,JSWHL,"JSW Holdings Limited","Industrials","Conglomerates",23395
TIMKEN.NS,TIMKEN,"Timken India Limited","Industrials","Tools & Accessories",23203
EIHOTEL.NS,EIHOTEL,"EIH Limited","Consumer Cyclical","Lodging",23142
ANGELONE.NS,ANGELONE,"Angel One Limited","Financial Services","Capital Markets",23004
PFIZER.NS,PFIZER,"Pfizer Limited","Healthcare","Drug Manufacturers - General",22971
FORCEMOT.NS,FORCEMOT,"Force Motors Limited","Consumer Cyclical","Auto Manufacturers",22834
SUMICHEM.NS,SUMICHEM,"Sumitomo Chemical India Limited","Basic Materials","Agricultural Inputs",22754
ASTRAZEN.NS,ASTRAZEN,"AstraZeneca Pharma India Limited","Healthcare","Drug Manufacturers - Specialty & Generic",22572
CESC.NS,CESC,"CESC Limited","Utilities","Utilities - Regulated Electric",22525
SHYAMMETL.NS,SHYAMMETL,"Shyam Metalics and Energy Limited","Basic Materials","Steel",22456
PPLPHARMA.NS,PPLPHARMA,"Piramal Pharma Limited","Healthcare","Drug Manufacturers - Specialty & Generic",22346
ABSLAMC.NS,ABSLAMC,"Aditya Birla Sun Life AMC Limited","Financial Services","Asset Management",22223
HATSUN.NS,HATSUN,"Hatsun Agro Product Limited","Consumer Defensive","Packaged Foods",22190
HBLENGINE.NS,HBLENGINE,"HBL ENGINEERING LTD","Industrials","Electrical Equipment & Parts",22174
WOCKPHARMA.NS,WOCKPHARMA,"Wockhardt Limited","Healthcare","Drug Manufacturers - Specialty & Generic",22053
SUNTV.NS,SUNTV,"Sun TV Network Limited","Communication Services","Broadcasting",21960
INOXWIND.NS,INOXWIND,"Inox Wind Limited","Industrials","Specialty Industrial Machinery",21935
DEEPAKNTR.NS,DEEPAKNTR,"Deepak Nitrite Limited","Basic Materials","Chemicals",21770
JYOTICNC.NS,JYOTICNC,"Jyoti CNC Automation Limited","Industrials","Specialty Industrial Machinery",21480
AADHARHFC.NS,AADHARHFC,"AADHAR HOUSING FINANCE L","Financial Services","Mortgage Finance",21297
WELCORP.NS,WELCORP,"Welspun Corp Limited","Basic Materials","Steel",21228
REDINGTON.NS,REDINGTON,"Redington Limited","Technology","Information Technology Services",21210
ERIS.NS,ERIS,"Eris Lifesciences Limited","Healthcare","Drug Manufacturers - Specialty & Generic",21206
BRIGADE.NS,BRIGADE,"Brigade Enterprises Limited","Real Estate","Real Estate - Development",21005
ECLERX.NS,ECLERX,"eClerx Services Limited","Technology","Information Technology Services",20970
NEULANDLAB.NS,NEULANDLAB,"Neuland Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",20709
COHANCE.NS,COHANCE,"COHANCE LIFESCIENCES LTD","Healthcare","Drug Manufacturers - Specialty & Generic",20592
KIOCL.NS,KIOCL,"KIOCL Limited","Basic Materials","Steel",20551
CREDITACC.NS,CREDITACC,"CreditAccess Grameen Limited","Financial Services","Credit Services",20100
CUB.NS,CUB,"City Union Bank Limited","Financial Services","Banks - Regional",20074
RMDRIP.NS,RMDRIP,"R M DRIP & SPRINK SYS LTD","Industrials","Farm & Heavy Construction Machinery",19867
KPIL.NS,KPIL,"Kalpataru Projects International Limited","Industrials","Engineering & Construction",19770
SUNDRMFAST.NS,SUNDRMFAST,"Sundram Fasteners Limited","Consumer Cyclical","Auto Parts",19750
BAYERCROP.NS,BAYERCROP,"Bayer CropScience Limited","Basic Materials","Agricultural Inputs",19662
ANANTRAJ.NS,ANANTRAJ,"Anant Raj Limited","Real Estate","Real Estate - Development",19406
TATACHEM.NS,TATACHEM,"Tata Chemicals Limited","Basic Materials","Chemicals",19257
PSB.NS,PSB,"Punjab & Sind Bank","Financial Services","Banks - Regional",19243
CHALET.NS,CHALET,"Chalet Hotels Limited","Consumer Cyclical","Lodging",19221
DCMSHRIRAM.NS,DCMSHRIRAM,"DCM Shriram Limited","Industrials","Conglomerates",19200
INDIACEM.NS,INDIACEM,"The India Cements Limited","Basic Materials","Building Materials",19005
SAILIFE.NS,SAILIFE,"SAI LIFE SCIENCES LIMITED","Healthcare","Diagnostics & Research",18916
ABREL.NS,ABREL,"Aditya Birla Real Estate Limited","Real Estate","Real Estate Services",18797
KEC.NS,KEC,"KEC International Limited","Industrials","Engineering & Construction",18783
POLYMED.NS,POLYMED,"Poly Medicure Limited","Healthcare","Medical Instruments & Supplies",18773
BIKAJI.NS,BIKAJI,"Bikaji Foods International Limited","Consumer Defensive","Packaged Foods",18719
CAMS.NS,CAMS,"Computer Age Management Services Limited","Technology","Information Technology Services",18670
NETWEB.NS,NETWEB,"Netweb Technologies India Limited","Technology","Computer Hardware",18579
RBLBANK.NS,RBLBANK,"RBL Bank Limited","Financial Services","Banks - Regional",18553
CENTURYPLY.NS,CENTURYPLY,"Century Plyboards (India) Limited","Basic Materials","Lumber & Wood Production",18456
EIDPARRY.NS,EIDPARRY,"E.I.D.- Parry (India) Limited","Basic Materials","Agricultural Inputs",18282
ONESOURCE.NS,ONESOURCE,"ONESOURCE SPECL PHARMA L","Healthcare","Biotechnology",18258
KANSAINER.NS,KANSAINER,"Kansai Nerolac Paints Limited","Basic Materials","Specialty Chemicals",18172
TBOTEK.NS,TBOTEK,"TBO TEK LIMITED","Consumer Cyclical","Travel Services",18132
CASTROLIND.NS,CASTROLIND,"Castrol India Limited","Energy","Oil & Gas Refining & Marketing",18067
CPPLUS.NS,CPPLUS,"ADITYA INFOTECH LIMITED","Industrials","Building Products & Equipment",18051
SARDAEN.NS,SARDAEN,"Sarda Energy & Minerals Limited","Basic Materials","Steel",17880
CHAMBLFERT.NS,CHAMBLFERT,"Chambal Fertilisers and Chemicals Limited","Basic Materials","Agricultural Inputs",17861
KFINTECH.NS,KFINTECH,"KFin Technologies Limited","Technology","Software - Application",17835
KIRLOSENG.NS,KIRLOSENG,"Kirloskar Oil Engines Limited","Industrials","Specialty Industrial Machinery",17834
URBANCO.NS,URBANCO,"Urban Company Limited","Technology","Software - Application",17619
ABDL.NS,ABDL,"ALLIED BLEND N DISTILS L","Consumer Defensive","Beverages - Wineries & Distilleries",17439
FIVESTAR.NS,FIVESTAR,"Five-Star Business Finance Limited","Financial Services","Credit Services",17423
CGCL.NS,CGCL,"Capri Global Capital Limited","Financial Services","Credit Services",17416
KAJARIACER.NS,KAJARIACER,"Kajaria Ceramics Limited","Industrials","Building Products & Equipment",17332
GRINDWELL.NS,GRINDWELL,"Grindwell Norton Limited","Industrials","Building Products & Equipment",17185
ATUL.NS,ATUL,"Atul Ltd","Basic Materials","Specialty Chemicals",16957
SCHNEIDER.NS,SCHNEIDER,"Schneider Electric Infrastructure Limited","Industrials","Electrical Equipment & Parts",16943
ARE&M.NS,ARE&M,"Amara Raja Energy & Mobility Limited","Industrials","Electrical Equipment & Parts",16869
BASF.NS,BASF,"BASF India Limited","Basic Materials","Specialty Chemicals",16865
CHOICEIN.NS,CHOICEIN,"Choice International Limited","Financial Services","Capital Markets",16858
JUBLPHARMA.NS,JUBLPHARMA,"Jubilant Pharmova Limited","Healthcare","Drug Manufacturers - Specialty & Generic",16802
CRAFTSMAN.NS,CRAFTSMAN,"Craftsman Automation Limited","Consumer Cyclical","Auto Parts",16792
TRITURBINE.NS,TRITURBINE,"Triveni Turbine Limited","Industrials","Specialty Industrial Machinery",16781
VENTIVE.NS,VENTIVE,"VENTIVE HOSPITALITY LTD","Consumer Cyclical","Lodging",16696
PARADEEP.NS,PARADEEP,"Paradeep Phosphates Limited","Basic Materials","Agricultural Inputs",16663
APLLTD.NS,APLLTD,"Alembic Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",16652
ZENSARTECH.NS,ZENSARTECH,"Zensar Technologies Limited","Technology","Information Technology Services",16614
GMDCLTD.NS,GMDCLTD,"Gujarat Mineral Development Corporation Limited","Energy","Thermal Coal",16593
TRAVELFOOD.NS,TRAVELFOOD,"TRAVEL FOOD SERVICES LTD","Consumer Cyclical","Restaurants",16526
PFOCUS.NS,PFOCUS,"Prime Focus Limited","Communication Services","Entertainment",16522
AKZOINDIA.NS,AKZOINDIA,"Akzo Nobel India Limited","Basic Materials","Specialty Chemicals",16504
NATCOPHARM.NS,NATCOPHARM,"NATCO Pharma Limited","Healthcare","Drug Manufacturers - Specialty & Generic",16504
CARBORUNIV.NS,CARBORUNIV,"Carborundum Universal Limited","Industrials","Conglomerates",16452
RATNAMANI.NS,RATNAMANI,"Ratnamani Metals & Tubes Limited","Basic Materials","Steel",16338
VINATIORGA.NS,VINATIORGA,"Vinati Organics Limited","Basic Materials","Specialty Chemicals",16293
RRKABEL.NS,RRKABEL,"R R Kabel Limited","Industrials","Electrical Equipment & Parts",16285
CROMPTON.NS,CROMPTON,"Crompton Greaves Consumer Electricals Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",16256
PGEL.NS,PGEL,"PG Electroplast Limited","Technology","Electronic Components",16252
LMW.NS,LMW,"LMW Limited","Industrials","Specialty Industrial Machinery",16238
JSWCEMENT.NS,JSWCEMENT,"JSW CEMENT LIMITED","Basic Materials","Building Materials",16233
MAHSCOOTER.NS,MAHSCOOTER,"Maharashtra Scooters Ltd.","Financial Services","Asset Management",16122
NAVA.NS,NAVA,"Nava Limited","Industrials","Conglomerates",16106
GSPL.NS,GSPL,"Gujarat State Petronet Limited","Utilities","Utilities - Regulated Gas",15940
DEVYANI.NS,DEVYANI,"Devyani International Limited","Consumer Cyclical","Restaurants",15783
GESHIP.NS,GESHIP,"The Great Eastern Shipping Company Limited","Industrials","Marine Shipping",15777
SIGNATURE.NS,SIGNATURE,"Signatureglobal (India) Limited","Real Estate","Real Estate - Development",15765
SOBHA.NS,SOBHA,"Sobha Limited","Real Estate","Real Estate - Development",15695
GPIL.NS,GPIL,"Godawari Power & Ispat Limited","Basic Materials","Steel",15685
AGARWALEYE.NS,AGARWALEYE,"DR AGARWALS HEALTH CARE L","Healthcare","Medical Instruments & Supplies",15553
DOMS.NS,DOMS,"DOMS Industries Limited","Industrials","Business Equipment & Supplies",15471
ABLBL.NS,ABLBL,"ADITYA BIRLA LIFES BRAN L","Consumer Cyclical","Apparel Retail",15433
DEEPAKFERT.NS,DEEPAKFERT,"Deepak Fertilisers And Petrochemicals Corporation Limited","Basic Materials","Chemicals",15430
CEATLTD.NS,CEATLTD,"CEAT Limited","Consumer Cyclical","Auto Parts",15253
ELGIEQUIP.NS,ELGIEQUIP,"Elgi Equipments Limited","Industrials","Specialty Industrial Machinery",15128
ANURAS.NS,ANURAS,"Anupam Rasayan India Ltd","Basic Materials","Specialty Chemicals",15044
CIEINDIA.NS,CIEINDIA,"CIE Automotive India Limited","Consumer Cyclical","Auto Parts",14960
CAPLIPOINT.NS,CAPLIPOINT,"Caplin Point Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",14804
AFCONS.NS,AFCONS,"AFCONS INFRASTRUCTURE LTD","Industrials","Engineering & Construction",14566
MANYAVAR.NS,MANYAVAR,"Vedant Fashions Limited","Consumer Cyclical","Apparel Manufacturing",14498
APTUS.NS,APTUS,"Aptus Value Housing Finance India Limited","Financial Services","Mortgage Finance",14496
OLAELEC.NS,OLAELEC,"OLA ELECTRIC MOBILITY LTD","Consumer Cyclical","Auto Manufacturers",14467
UTIAMC.NS,UTIAMC,"UTI Asset Management Company Limited","Financial Services","Asset Management",14462
DATAPATTNS.NS,DATAPATTNS,"Data Patterns (India) Limited","Industrials","Aerospace & Defense",14451
CONCORDBIO.NS,CONCORDBIO,"Concord Biotech Limited","Healthcare","Biotechnology",14434
SWANCORP.NS,SWANCORP,"Swan Corp Limited","Industrials","Conglomerates",14421
IRCON.NS,IRCON,"Ircon International Limited","Industrials","Engineering & Construction",14416
GALLANTT.NS,GALLANTT,"Gallantt Ispat Limited","Basic Materials","Steel",14376
TEGA.NS,TEGA,"Tega Industries Limited","Industrials","Specialty Industrial Machinery",14371
RPOWER.NS,RPOWER,"Reliance Power Limited","Utilities","Utilities - Independent Power Producers",14317
NIVABUPA.NS,NIVABUPA,"Niva Bupa Health Insurance Company Limited","Financial Services","Insurance - Life",14299
JAINREC.NS,JAINREC,"JAIN RESOURCE RECYCLING L","Basic Materials","Other Industrial Metals & Mining",14275
VGUARD.NS,VGUARD,"V-Guard Industries Limited","Industrials","Electrical Equipment & Parts",14237
BEML.NS,BEML,"BEML Limited","Industrials","Conglomerates",14217
INTELLECT.NS,INTELLECT,"Intellect Design Arena Limited","Technology","Software - Application",14134
MINDACORP.NS,MINDACORP,"Minda Corporation Limited","Consumer Cyclical","Auto Parts",14070
BELRISE.NS,BELRISE,"BELRISE INDUSTRIES LTD","Consumer Cyclical","Auto Parts",14033
FIRSTCRY.NS,FIRSTCRY,"BRAINBEES SOLUTIONS LTD","Consumer Cyclical","Internet Retail",14024
CEMPRO.NS,CEMPRO,"Cemindia Projects Limited","Industrials","Engineering & Construction",14017
GABRIEL.NS,GABRIEL,"Gabriel India Limited","Consumer Cyclical","Auto Parts",14005
ACMESOLAR.NS,ACMESOLAR,"ACME SOLAR HOLDINGS LTD","Utilities","Utilities - Renewable",13993
LTFOODS.NS,LTFOODS,"LT Foods Limited","Consumer Defensive","Packaged Foods",13952
GRANULES.NS,GRANULES,"Granules India Limited","Healthcare","Drug Manufacturers - Specialty & Generic",13930
ACUTAAS.NS,ACUTAAS,"Acutaas Chemicals Limited","Basic Materials","Specialty Chemicals",13882
USHAMART.NS,USHAMART,"Usha Martin Limited","Basic Materials","Steel",13878
SYRMA.NS,SYRMA,"Syrma SGS Technology Limited","Technology","Electronic Components",13851
THELEELA.NS,THELEELA,"Leela Palaces Hotels & Resorts Limited","Consumer Cyclical","Lodging",13839
IGIL.NS,IGIL,"International Gemmological Institute (India) Limited","Basic Materials","Other Precious Metals & Mining",13816
TRIDENT.NS,TRIDENT,"Trident Limited","Consumer Cyclical","Textile Manufacturing",13763
JMFINANCIL.NS,JMFINANCIL,"JM Financial Limited","Financial Services","Capital Markets",13726
CHENNPETRO.NS,CHENNPETRO,"Chennai Petroleum Corporation Limited","Energy","Oil & Gas Refining & Marketing",13641
SHRIPISTON.NS,SHRIPISTON,"Shriram Pistons & Rings Limited","Consumer Cyclical","Auto Parts",13622
RAINBOW.NS,RAINBOW,"Rainbow Children's Medicare Limited","Healthcare","Medical Care Facilities",13563
ZYDUSWELL.NS,ZYDUSWELL,"Zydus Wellness Limited","Consumer Defensive","Packaged Foods",13525
AARTIIND.NS,AARTIIND,"Aarti Industries Limited","Basic Materials","Specialty Chemicals",13512
GRAVITA.NS,GRAVITA,"Gravita India Limited","Industrials","Metal Fabrication",13455
INDIAMART.NS,INDIAMART,"IndiaMART InterMESH Limited","Communication Services","Internet Content & Information",13347
JBMA.NS,JBMA,"JBM Auto Limited","Consumer Cyclical","Auto Parts",13328
FINEORG.NS,FINEORG,"Fine Organic Industries Limited","Basic Materials","Specialty Chemicals",13233
CARTRADE.NS,CARTRADE,"CarTrade Tech Limited","Consumer Cyclical","Auto & Truck Dealerships",13125
KIRLOSBROS.NS,KIRLOSBROS,"Kirloskar Brothers Limited","Industrials","Specialty Industrial Machinery",13096
CCL.NS,CCL,"CCL Products (India) Limited","Consumer Defensive","Packaged Foods",13090
BBTC.NS,BBTC,"The Bombay Burmah Trading Corporation Limited","Consumer Defensive","Packaged Foods",13053
WELSPUNLIV.NS,WELSPUNLIV,"Welspun Living Limited","Consumer Cyclical","Textile Manufacturing",12962
BLS.NS,BLS,"BLS International Services Limited","Industrials","Specialty Business Services",12960
IFCI.NS,IFCI,"IFCI Limited","Financial Services","Credit Services",12908
EMMVEE.NS,EMMVEE,"EMMVEE PHOTOVOLTAIC PWR L","Technology","Solar",12905
VTL.NS,VTL,"Vardhman Textiles Limited","Consumer Cyclical","Textile Manufacturing",12887
KSB.NS,KSB,"KSB Limited","Industrials","Specialty Industrial Machinery",12864
JKTYRE.NS,JKTYRE,"JK Tyre & Industries Limited","Consumer Cyclical","Auto Parts",12838
NUVOCO.NS,NUVOCO,"Nuvoco Vistas Corporation Limited","Basic Materials","Building Materials",12821
TECHNOE.NS,TECHNOE,"Techno Electric & Engineering Company Limited","Industrials","Engineering & Construction",12809
LEMONTREE.NS,LEMONTREE,"Lemon Tree Hotels Limited","Consumer Cyclical","Lodging",12792
BLUEDART.NS,BLUEDART,"Blue Dart Express Limited","Industrials","Integrated Freight & Logistics",12774
CYIENT.NS,CYIENT,"Cyient Limited","Industrials","Conglomerates",12691
