ticker,symbol,name,sector,industry,marketCap,currency,exchange,quoteType,isin
RITCO.NS,RITCO,Ritco Logistics Limited,Industrials,Integrated Freight & Logistics,8019682304,INR,NSE,EQUITY,
RITES.NS,RITES,RITES Limited,Industrials,Engineering & Construction,108207529984,INR,NSE,EQUITY,
RKEC.NS,RKEC,RKEC Projects Limited,Industrials,Engineering & Construction,1300530432,INR,NSE,EQUITY,
RKFORGE.NS,RKFORGE,Ramkrishna Forgings Limited,Industrials,Metal Fabrication,93180370944,INR,NSE,EQUITY,
RMDRIP.NS,RMDRIP,R M DRIP & SPRINK SYS LTD,Industrials,Farm & Heavy Construction Machinery,198665928704,INR,NSE,EQUITY,
ROLEXRINGS.NS,ROLEXRINGS,Rolex Rings Limited,Industrials,Metal Fabrication,35986100224,INR,NSE,EQUITY,
ROSSELLIND.NS,ROSSELLIND,Rossell India Limited,Industrials,Conglomerates,1920766848,INR,NSE,EQUITY,
ROSSTECH.NS,ROSSTECH,Rossell Techsys Limited,Industrials,Aerospace & Defense,24721348608,INR,NSE,EQUITY,
ROTO.NS,ROTO,Roto Pumps Limited,Industrials,Specialty Industrial Machinery,11742186496,INR,NSE,EQUITY,
RPPINFRA.NS,RPPINFRA,R.P.P. Infra Projects Limited,Industrials,Engineering & Construction,4986359808,INR,NSE,EQUITY,
RRKABEL.NS,RRKABEL,R R Kabel Limited,Industrials,Electrical Equipment & Parts,162848440320,INR,NSE,EQUITY,
RUCHINFRA.NS,RUCHINFRA,Ruchi Infrastructure Limited,Industrials,Specialty Business Services,1604522240,INR,NSE,EQUITY,
RVNL.NS,RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,646530531328,INR,NSE,EQUITY,
RVTH.NS,RVTH,Revathi Equipment India Limited,Industrials,Farm & Heavy Construction Machinery,2225029120,INR,NSE,EQUITY,
S&SPOWER.NS,S&SPOWER,S&S Power Switchgear Limited,Industrials,Electrical Equipment & Parts,3871791104,INR,NSE,EQUITY,
SADBHAV.NS,SADBHAV,Sadbhav Engineering Limited,Industrials,Engineering & Construction,1763747840,INR,NSE,EQUITY,
SADBHIN.NS,SADBHIN,Sadbhav Infrastructure Project Limited,Industrials,Engineering & Construction,1281560576,INR,NSE,EQUITY,
SAHYADRI.NS,SAHYADRI,Sahyadri Industries Limited,Industrials,Building Products & Equipment,2858700544,INR,NSE,EQUITY,
